game_id,name_jp,description_en,description_jp
198287,アンドールの伝説：最後の希望,"On returning from the far north, the heroes find a devastated Andor. Conquered by the Krahder from the south and their skeleton army, many Andori were enslaved and abducted by them. The heroes are the last hope for the kingdom.&#10;&#10;Legends of Andor: The Last Hope, a standalone game that's a sequel to Legends of Andor, includes a new map of the southern regions of Andor, new legends, and more.&#10;&#10;",
136986,アンドールの伝説　星の盾,"Legends of Andor: The Star Shield, dubbed the first expansion for Legends of Andor, presents the player heroes with new tasks they must now face. After defeating the dragon, the heroes go in search of the star shield &ndash; the great power of which could prove to be both a blessing and a curse should it fall into the wrong hands.&#10;&#10;To make matters even worse, hungry wolves have been sighted during their journey, but if the players succeed in taming the alpha wolf, the wolf pack will become faithful companions in their fight against a resurgent evil.&#10;&#10;",
56796,どうぶつしょうぎ,"&#227;&#129;&#169;&#227;&#129;&#134;&#227;&#129;&#182;&#227;&#129;&#164;&#227;&#129;&#151;&#227;&#130;&#135;&#227;&#129;&#134;&#227;&#129;&#142; - Let's Catch the Lion! (a.k.a. D&#197;&#141;butsu Sh&#197;&#141;gi, which means &quot;animal shogi&quot;) is a simple version of Shogi. Both players have only four pieces &ndash; chick, giraffe, elephant and lion &ndash; and they're trying to either catch the opponent's lion or move their own lion to the other side. The board is just 3&times;4 squares, so the game is rather short, aimed mostly at getting children interested in Shogi &ndash; but even if you're an adult, the game is enjoyable. As for how to play:&#10;&#10;&#10;     The giraffe moves like a rook, but moves only one space.&#10;     The elephant moves like a bishop, but moves only one space. (Interestingly, in Xiangqi and Tamerlane Chess, the elephant moves precisely two spaces diagonally.)&#10;     The chick is directly analogous to the pawn/soldier of Shogi, and is promoted to a full-grown chicken, equivalent to the gold general in Shogi.&#10;     The lion is analogous to a king, except that he can win essentially by promoting, as long as it doesn't leave him in check.&#10;     Even on this 3&times;4 board, you are still able to drop in pieces that you captured from your opponent!&#10;     Unlike in Shogi, you can drop a chick for mate or have two chicks in a column.&#10;&#10;&#10;",
943,リグレット,"In Ligretto, each player has their own deck of forty cards, with cards 1-10 in four colors and a unique symbol on the back to identify which cards are theirs. At the start of each round, each player lays out 3-5 cards (depending on the number of players) face up in front of them to create their row; places a face-up stack of ten cards, seeing only the top card, next to their row to create their Ligretto stack; and holds the remaining cards in hand face down.&#10;&#10;Playing at the same time, each player tries to empty their Ligretto stack. If a player has a 1 card on top of any face-up stack, they play it to the center of the table. If they have a 2 card of the same color as any 1 in the center of the table, they can place the 2 card on the 1. All cards in the central piles must be played in ascending order and must be the same color.&#10;&#10;If a player can't play anything, they can reveal cards from the stack in their hand, counting them out in groups of three, then laying them face up while revealing only the top card. They can play this top card onto a central pile as long as the rules for doing so are met.&#10;&#10;As soon as a player empties their Ligretto stack, the round ends. Each player scores 1 point for each of their cards among the central piles, then loses 2 points for each card remaining in their Ligretto stack. In some versions of the game, the player with the highest score wins; in other versions, players then sort all the cards and play another round, with the first player to reach 99 points winning.&#10;&#10;A rules variant for Ligretto allows a player to play cards from their Ligretto stack or the cards in hand onto the cards in their row, but only if the numbers are in descending order and the colors of adjacent cards are not identical.&#10;&#10;",
153065,アブルクセン,"In Linko! (a.k.a. Abluxxen), you take turns playing number cards, and the more cards of the same number you play, the better as cards score points at the end of the game. If someone else plays the same amount of cards with a higher number, however, your cards get nicked! Stealing cards can be good, but if you can't use them later, and end the game with cards in hand, they'll cost you points.&#10;&#10;In more detail, the deck contains 104 number cards (1-13 x8) and five joker cards. Each player starts with a hand of 13 cards, and six cards are laid face-up next to the deck. On a turn, a player lays down one or more cards of the same value, adding jokers if desired; if she already has cards on the table, she lays these cards so that previously played cards are still visible. If any opponent has most recently played the same number of cards and those cards are of a lower value, then the active player &quot;abluxxes&quot; those opponents &mdash; that is, the active player can take the abluxxed cards into her hand and the opponent then draws the same number of cards, either from the display or the deck; if she doesn't take these cards in hand, then the opponent either returns these cards to his hand or discards them and draws that many cards. Refill the display only after someone finishes drawing cards. (Jokers can be played on their own, and they are considered to be higher than all values.)&#10;&#10;As soon as the deck runs out of cards or a player has no cards in hand, the game ends immediately, even if the player would normally abluxx an opponent. Each player scores one point for each card on the table in front of him, then loses one point for each card in hand. Whoever has the highest score wins. If players wish, they can play multiple rounds and sum their scores over the rounds to determine a winner.&#10;&#10;",
241266,リトルタウンビルダーズ,"In Little Town, you lead a team of architects and must dispatch workers to the town, collect resources and money, build buildings, and develop this little town.&#10;&#10;In the game, which lasts four rounds, you can acquire resources such as wood, stones, fish, and wheat from the surrounding squares by putting workers on the board, with three workers being placed each round. When you place a worker, you acquire the resources available in all eight surrounding spaces. You can build buildings by using these resources, and you &mdash; or any other player &mdash; can gain the effect of the building when place a worker next to it; if you place next to a building owned by another, however, you must pay them a coin before you can collect those resources.&#10;&#10;Players collect victory points by using the powers of buildings, by constructing buildings, and by achieving goals dealt to them at the beginning of the game. After four rounds, whoever has the most victory points wins.&#10;&#10;&mdash;description from the publisher&#10;&#10;",
327,くるりんパニック・リターンズ! ,"In Loopin' Louie, a battery-powered motor placed in the center of the table rotates a boom with a little plastic plane. Four radial arms lead out to the players' barns and the chickens they're trying to protect. Each barn has a little lever, which is used to knock the rotating plane away from your chickens and hopefully into someone else's. When only one player has chickens remaining, he or she wins the game. Very silly and very addictive.&#10;&#10;Extremely similar versions of the game, but with different themes, are available.&#10;&#10;",
110327,ロードオブウォーターディープ,"Game description from the publisher:&#10;&#10;Waterdeep, the City of Splendors &ndash; the most resplendent jewel in the Forgotten Realms, and a den of political intrigue and shady back-alley dealings. In this game, the players are powerful lords vying for control of this great city. Its treasures and resources are ripe for the taking, and that which cannot be gained through trickery and negotiation must be taken by force!&#10;&#10;In Lords of Waterdeep, a strategy board game for 2-5 players, you take on the role of one of the masked Lords of Waterdeep, secret rulers of the city. Through your agents, you recruit adventurers to go on quests on your behalf, earning rewards and increasing your influence over the city. Expand the city by purchasing new buildings that open up new actions on the board, and hinder &ndash; or help &ndash; the other lords by playing Intrigue cards to enact your carefully laid plans.&#10;&#10;During the course of play, you may gain points or resources through completing quests, constructing buildings, playing intrigue cards or having other players utilize the buildings you have constructed.  At the end of 8 rounds of play, the player who has accrued the most points wins the game.&#10;&#10;",
203993,ロレンツォ,"Lorenzo de' Medici, also known as &quot;Lorenzo il Magnifico&quot; (Lorenzo the Magnificent), was one of the most powerful and enthusiastic patrons of the Italian Renaissance.&#10;&#10;In Lorenzo il Magnifico, each player takes the role of the head of a noble family in a city during the Italian Renaissance to gain more prestige and fame &mdash; that is, victory points (VP) &mdash; than anyone else. To do so, you send your family members to different areas of town, where they can obtain many achievements. In one location, they get useful resources; in another development cards that represent newly conquered territories, sponsored buildings, influenced characters, or encouraged ventures; and somewhere else they activate the effects of their cards.&#10;&#10;Family members are not identical. At the beginning of each round, you roll three dice to determine their value. You must choose carefully where to send your most valuable family members...&#10;&#10;You can gain VP in several ways, and you must also pay attention to your relations with the Church. The game is divided into three periods, each formed by two rounds; at the end of each period, players must show their faith, and whoever hasn't prayed enough will suffer hard penalties. After six rounds, you calculate your final score, and the player with the most VP wins.&#10;&#10;FAQ: http://www.craniocreations.it/wp-content/uploads/2020/10/Lorenzo_HoR_tPC_Cheatsheet_FAQ_high_res_v1.1_compressed-1.pdf&#10;&#10;",
229123,ロレンツォ拡張,"Description from the publisher:&#10;&#10;In Lorenzo il Magnifico: Houses of Renaissance, each player now becomes the head of a powerful house of Renaissance, each of which has a strong special ability that only that player can use. Players choose the houses from the ten available at the beginning of the game through a special and fast auction. This expansion also introduces:&#10;&#10;&#10;     48 new Development Cards and a fifth tower, where these cards are placed. These cards add to the game a lot of new powerful effects.&#10;     20 new Leader Cards with a new leader mechanism.&#10;     30 special tokens that player can take and use in combination with the new cards, and that add new way to collect resources and perform actions.&#10;     The components to add a fifth player to the struggle for the power.&#10;&#10;&#10;",
50,ロストシティ,"Lost Cities is a card game in the Kosmos two-player series. The game originally consisted of a single deck of cards of rank 2&ndash;10 in five different colors with three special &quot;handshakes&quot; (&quot;HS&quot; in scoring examples below) in each suit, but as of 2019 the game now includes six colored suits, with the sixth color being optional for gameplay. A game board is included to organize discarded cards and help players organize their card collections.&#10;&#10;The object of the game is to gain points by mounting profitable archaeological expeditions to the different sites represented by the colored suits of cards. On a player's turn, they must first play one card, either to an expedition or by discarding it to the color-appropriate discard pile, then draw one card, either from the deck or from the top of a discard pile. Cards played to expeditions must be in ascending order, but they need not be consecutive. Handshakes are considered lower than a 2 and represent investments in an expedition. Thus, if you play a red 4, you may play any other red card higher than a 4 on a future turn but may no longer play a handshake, the 2, or the 3.&#10;&#10;The game continues in this fashion with players alternating turns until the final card is taken from the deck. The rest of the cards in hand are then discarded and players score their expeditions. Each expedition that has at least one card played into it must be scored. Cards played into an expedition are worth their rank in points, and handshakes count as a multiplier against your final total; one handshake doubles an expedition's value, while two handshakes triples that value and three handshakes quadruple it. Expeditions start at a value of -20, so you must play at least 20 points of cards into an expedition in order to make a profit. If you are left with a negative value and have a handshake, the multiplier still applies. A 20-point bonus is awarded to every expedition with at least eight cards played into it. A complete game of Lost Cities lasts three matches, with scores for each match being added together.&#10;&#10;Scoring example 1: An expedition has a 2,3,7,8,10 for a total of 30. This expedition is worth 10 total points: 30 plus the initial -20.&#10;&#10;Scoring example 2: An expedition has 2 HS, and 4,5,6,7,8,10 for a total of 40. This expedition is worth 80 total points: 40 points for cards, plus the initial -20, &times;3 for the two multipliers, plus the 20-pt bonus for playing 8+ cards.&#10;&#10;Scoring example 3: An expedition has 1 HS, and 4,6,7 for a total of 17. This expedition is worth -6 total points: 17 plus the initial -20, &times;2 for the multiplier.&#10;&#10;",
169122,ロストレガシーレジェンド,"Lost Legacy Legend is a collection of eight stand-alone games where eight different game designers who are active in the Japanese game market have designed their own games based on the 16 card Lost Legacy system.&#10;&#10;The decks are not meant to be mixed with any of the previous Lost Legacy games, nor with each other.&#10;&#10;The decks are:&#10;&quot;Dark Congress&quot;&#10;&quot;Pseudepigrapha&quot;&#10;&quot;truth of the universe&quot;&#10;&quot;Red Riding Hood sleeps twice&quot;&#10;&quot;heaven of Hagoromo&quot;&#10;&quot;Muga of frontiers&quot;&#10;&quot;werewolf never sleeps&quot;&#10;&quot;final battle&quot;&#10;&#10;",
312484,アルナックの失われし遺跡,"On an uninhabited island in uncharted seas, explorers have found traces of a great civilization. Now you will lead an expedition to explore the island, find lost artifacts, and face fearsome guardians, all in a quest to learn the island's secrets.&#10;&#10;Lost Ruins of Arnak combines deck-building and worker placement in a game of exploration, resource management, and discovery. In addition to traditional deck-builder effects, cards can also be used to place workers, and new worker actions become available as players explore the island. Some of these actions require resources instead of workers, so building a solid resource base will be essential. You are limited to only one action per turn, so make your choice carefully... what action will benefit you most now? And what can you afford to do later... assuming someone else doesn't take the action first!?&#10;&#10;Decks are small, and randomness in the game is heavily mitigated by the wealth of tactical decisions offered on the game board. With a variety of worker actions, artifacts, and equipment cards, the set-up for each game will be unique, encouraging players to explore new strategies to meet the challenge.&#10;&#10;Discover the Lost Ruins of Arnak!&#10;&#10;&mdash;description from the publisher&#10;&#10;",
129622,ラブレター,"All of the eligible young men (and many of the not-so-young) seek to woo the princess of Tempest. Unfortunately, she has locked herself in the palace, and you must rely on others to take your romantic letters to her. Will yours reach her first?&#10;&#10;Love Letter is a game of risk, deduction, and luck for 2&ndash;4 players. Your goal is to get your love letter into Princess Annette's hands while deflecting the letters from competing suitors. From a deck with only sixteen cards, each player starts with only one card in hand; one card is removed from play. On a turn, you draw one card, and play one card, trying to expose others and knock them from the game. Powerful cards lead to early gains, but make you a target. Rely on weaker cards for too long, however, and your letter may be tossed in the fire!&#10;&#10;Number 4 in the Tempest: Shared World Game Series&#10;&#10;",
198740,ラブクラフトレター,"It is the 1920s, and the world is in a state of confusion following WWI. During this time, you and your friends find yourselves amongst mysterious events. You are surrounded by strange figures, letters with unreadable texts, as well as sudden appearances of being unknown. By relying on your connections, you set out to investigate these incidents. Unknown to you are the frightful truths that lie in wait ahead of you...&#10;&#10;Lovecraft Letter is a card game that combines the Love Letter system with the world of H.P. Lovecraft. In addition to the standard sixteen cards in the Love Letter game are new versions of the cards that include special &quot;insanity&quot; powers. If you have one of these cards in your discard pile, then you are insane (at least for the current round) and on future turns can play insanity cards for their regular power or their special power, giving you more options during play. The risk, however, is that you must undergo a sanity check at the start of each of your turns, drawing as many cards from the deck as the number of insanity cards in front of you; draw one or more insanity cards, and you're out for the round.&#10;&#10;If you win the game, whether by being the last person standing or the player with the highest single card after the deck runs out, you win a token colored to reflect whether you were sane or insane. Win enough tokens of the right type, and you win the game. Cthluhu can also help you win the game if you release it at the right time...&#10;&#10;Will you put an end to the evil schemes as an investigator, or will you help guide the world to destruction as one of insanity's disciples? It all depends on you.&#10;&#10;1920&#229;&#185;&#180;&#228;&#187;&#163;&#227;&#128;&#129;&#228;&#184;&#150;&#231;&#149;&#140;&#227;&#129;&#175;&#227;&#129;&#132;&#227;&#129;&#190;&#227;&#129;&#160;&#231;&#172;&#172;&#228;&#184;&#128;&#230;&#172;&#161;&#229;&#164;&#167;&#230;&#136;&#166;&#229;&#190;&#140;&#227;&#129;&#174;&#230;&#183;&#183;&#232;&#191;&#183;&#227;&#129;&#174;&#228;&#184;&#173;&#227;&#129;&#171;&#227;&#129;&#130;&#227;&#129;&#163;&#227;&#129;&#159;&#227;&#128;&#130;&#227;&#129;&#157;&#227;&#130;&#147;&#227;&#129;&#170;&#230;&#138;&#152;&#227;&#128;&#129;&#227;&#129;&#130;&#227;&#129;&#170;&#227;&#129;&#159;&#227;&#129;&#174;&#232;&#186;&#171;&#229;&#134;&#133;&#227;&#128;&#129;&#227;&#129;&#130;&#227;&#130;&#139;&#227;&#129;&#132;&#227;&#129;&#175;&#229;&#143;&#139;&#228;&#186;&#186;&#227;&#129;&#140;&#227;&#128;&#129;&#228;&#184;&#141;&#229;&#143;&#175;&#230;&#128;&#157;&#232;&#173;&#176;&#227;&#129;&#170;&#229;&#135;&#186;&#230;&#157;&#165;&#228;&#186;&#139;&#227;&#129;&#171;&#233;&#129;&#173;&#233;&#129;&#135;&#227;&#129;&#153;&#227;&#130;&#139;&#227;&#128;&#130;&#229;&#145;&#168;&#229;&#155;&#178;&#227;&#129;&#171;&#231;&#143;&#190;&#227;&#130;&#140;&#227;&#129;&#159;&#229;&#165;&#135;&#229;&#166;&#153;&#227;&#129;&#170;&#228;&#186;&#186;&#229;&#189;&#177;&#227;&#128;&#129;&#232;&#170;&#173;&#227;&#130;&#129;&#227;&#129;&#170;&#227;&#129;&#132;&#230;&#150;&#135;&#229;&#173;&#151;&#227;&#129;&#167;&#231;&#182;&#180;&#227;&#130;&#137;&#227;&#130;&#140;&#227;&#129;&#159;&#230;&#137;&#139;&#231;&#180;&#153;&#227;&#128;&#129;&#227;&#129;&#157;&#227;&#129;&#151;&#227;&#129;&#166;&#227;&#128;&#129;&#231;&#170;&#129;&#231;&#132;&#182;&#227;&#129;&#174;&#229;&#164;&#177;&#232;&#184;&#170;&#227;&#128;&#130;&#10;&#10;&#227;&#129;&#130;&#227;&#129;&#170;&#227;&#129;&#159;&#227;&#129;&#175;&#228;&#188;&#157;&#230;&#137;&#139;&#227;&#130;&#146;&#233;&#160;&#188;&#227;&#130;&#138;&#227;&#129;&#171;&#227;&#128;&#129;&#227;&#129;&#147;&#227;&#129;&#174;&#228;&#186;&#139;&#228;&#187;&#182;&#227;&#129;&#174;&#232;&#170;&#191;&#230;&#159;&#187;&#227;&#129;&#184;&#227;&#129;&#168;&#228;&#185;&#151;&#227;&#130;&#138;&#229;&#135;&#186;&#227;&#129;&#151;&#227;&#129;&#159;&#227;&#128;&#130;&#227;&#129;&#157;&#227;&#129;&#174;&#229;&#133;&#136;&#227;&#129;&#171;&#227;&#129;&#169;&#227;&#129;&#174;&#227;&#130;&#136;&#227;&#129;&#134;&#227;&#129;&#170;&#230;&#129;&#144;&#227;&#130;&#141;&#227;&#129;&#151;&#227;&#129;&#132;&#228;&#186;&#139;&#229;&#174;&#159;&#227;&#129;&#140;&#229;&#190;&#133;&#227;&#129;&#163;&#227;&#129;&#166;&#227;&#129;&#132;&#227;&#130;&#139;&#227;&#129;&#139;&#227;&#130;&#130;&#231;&#159;&#165;&#227;&#130;&#137;&#227;&#129;&#154;&#227;&#129;&#171;&hellip;&hellip;&#227;&#128;&#130;&#10;&#10;&#230;&#156;&#172;&#227;&#130;&#178;&#227;&#131;&#188;&#227;&#131;&#160;&#227;&#129;&#175;&#227;&#128;&#129;&#227;&#131;&#169;&#227;&#131;&#150;&#227;&#131;&#172;&#227;&#130;&#191;&#227;&#131;&#188;&#227;&#129;&#174;&#227;&#130;&#178;&#227;&#131;&#188;&#227;&#131;&#160;&#227;&#130;&#183;&#227;&#130;&#185;&#227;&#131;&#134;&#227;&#131;&#160;&#227;&#129;&#167;&#227;&#130;&#175;&#227;&#131;&#136;&#227;&#130;&#165;&#227;&#131;&#171;&#227;&#131;&#149;&#227;&#129;&#174;&#228;&#184;&#150;&#231;&#149;&#140;&#232;&#166;&#179;&#227;&#130;&#146;&#232;&#161;&#168;&#231;&#143;&#190;&#227;&#129;&#151;&#227;&#129;&#159;&#227;&#130;&#171;&#227;&#131;&#188;&#227;&#131;&#137;&#227;&#130;&#178;&#227;&#131;&#188;&#227;&#131;&#160;&#227;&#129;&#167;&#227;&#129;&#153;&#227;&#128;&#130;&#233;&#128;&#154;&#229;&#184;&#184;&#227;&#129;&#174;&#227;&#130;&#171;&#227;&#131;&#188;&#227;&#131;&#137;&#227;&#130;&#187;&#227;&#131;&#131;&#227;&#131;&#136;&#227;&#129;&#171;&#229;&#138;&#160;&#227;&#129;&#136;&#227;&#129;&#166;&#227;&#128;&#129;&#230;&#129;&#144;&#227;&#130;&#139;&#227;&#129;&#185;&#227;&#129;&#141;&#229;&#138;&#155;&#227;&#130;&#146;&#230;&#140;&#129;&#227;&#129;&#164;&#231;&#139;&#130;&#230;&#176;&#151;&#227;&#130;&#171;&#227;&#131;&#188;&#227;&#131;&#137;&#227;&#129;&#140;&#230;&#150;&#176;&#227;&#129;&#159;&#227;&#129;&#171;&#229;&#176;&#142;&#229;&#133;&#165;&#227;&#129;&#149;&#227;&#130;&#140;&#227;&#128;&#129;&#229;&#133;&#131;&#227;&#129;&#174;&#227;&#130;&#178;&#227;&#131;&#188;&#227;&#131;&#160;&#227;&#129;&#168;&#227;&#129;&#175;&#231;&#149;&#176;&#227;&#129;&#170;&#227;&#130;&#139;&#227;&#130;&#178;&#227;&#131;&#188;&#227;&#131;&#160;&#229;&#177;&#149;&#233;&#150;&#139;&#227;&#130;&#146;&#230;&#165;&#189;&#227;&#129;&#151;&#227;&#130;&#128;&#227;&#129;&#147;&#227;&#129;&#168;&#227;&#129;&#140;&#227;&#129;&#167;&#227;&#129;&#141;&#227;&#129;&#190;&#227;&#129;&#153;&#227;&#128;&#130;&#10;&#10;&#230;&#142;&#162;&#231;&#180;&#162;&#232;&#128;&#133;&#227;&#129;&#168;&#227;&#129;&#151;&#227;&#129;&#166;&#233;&#153;&#176;&#232;&#172;&#128;&#227;&#130;&#146;&#230;&#156;&#170;&#231;&#132;&#182;&#227;&#129;&#171;&#233;&#152;&#178;&#227;&#129;&#144;&#227;&#129;&#174;&#227;&#129;&#139;&#227;&#128;&#129;&#231;&#139;&#130;&#230;&#176;&#151;&#227;&#129;&#174;&#228;&#191;&#161;&#229;&#190;&#146;&#227;&#129;&#168;&#227;&#129;&#170;&#227;&#129;&#163;&#227;&#129;&#166;&#228;&#184;&#150;&#231;&#149;&#140;&#227;&#130;&#146;&#231;&#160;&#180;&#230;&#187;&#133;&#227;&#129;&#171;&#229;&#176;&#142;&#227;&#129;&#143;&#227;&#129;&#174;&#227;&#129;&#139;&#227;&#128;&#130;&#227;&#129;&#157;&#227;&#130;&#140;&#227;&#130;&#137;&#227;&#129;&#175;&#229;&#133;&#168;&#227;&#129;&#166;&#227;&#129;&#130;&#227;&#129;&#170;&#227;&#129;&#159;&#227;&#129;&#174;&#233;&#129;&#184;&#230;&#138;&#158;&#230;&#172;&#161;&#231;&#172;&#172;&#227;&#129;&#167;&#227;&#129;&#153;&#227;&#128;&#130;&#10;&#10;",
301099,狼の森,"The pack has been looking forward to this moment for a long time, as on this special night they meet their legendary wolf chieftain Lupos. Mysterious places, trails, and dramatic encounters await players in Lupos.&#10;On your turn, draw a movement chip from the bag to move one wolf to the nearest matching symbol &ndash; but which to choose? If you manage to gather the wolves in the right place at the right time, you may summon the wolf spirits and win the game. It will be imperative for the pack to work together to win. Can you fulfill all the tasks before the break of dawn?&#10;&#10;Cooperative adventure game with adjustable difficulty&#10;&#10;",
143884,街コロ,"Welcome to the city of Machi Koro. You've just been elected Mayor. Congrats! Unfortunately the citizens have some pretty big demands: jobs, a theme park, a couple of cheese factories and maybe even a radio tower. A tough proposition since the city currently consists of a wheat field, a bakery and a single die.&#10;&#10;Armed only with your trusty die and a dream, you must grow Machi Koro into the largest city in the region. You will need to collect income from developments, build public works, and steal from your neighbors' coffers. Just make sure they aren't doing the same to you!&#10;&#10;Machi Koro is a fast-paced game for 2-4 players. Each player wants to develop the city on their own terms in order to complete all of the landmarks under construction faster than their rivals. On their turn, each player rolls one or two dice. If the sum of the dice rolled matches the number of a building that a player owns, they get the effect of that building; in some cases opponents will also benefit from your dice (just as you can benefit from theirs). Then, with money in hand a player can build a landmark or a new building, ideally adding to the wealth of their city on future turns. The first player to construct all of their landmarks wins!&#10;&#10;",
340364,街コロ通,"Your favorite lovably quirky city is back at it again! Welcome to Machi Koro 2, where new adventures await, but the bakeries and business centers still abound.&#10;&#10;In Machi Koro 2, veteran players will notice some big changes. Under the new zoning laws, players receive a limited budget to choose their own starting establishments. The available cards are pulled from three decks and arranged for all to see. It's a race to grab the coolest new establishments and landmarks in the land!&#10;&#10;The cards in this set have exciting, never-before-seen effects. But choose what you build wisely, as your landmarks might also benefit your opponents! With more variety than ever before, no two games will be the same. Machi Koro 2 will have fans visiting again and again!&#10;&#10;&mdash;description from publisher&#10;&#10;",
41916,魔法のラビリンス,"The little magician apprentices have lost some magic objects inside of the master&rsquo;s maze. Now they try to collect them before the Master notices anything. However, in the maze there are invisible walls and only one of the missing objects is revealed at a time. So they have to make their way through the maze by means of a good memory and lots of skill.&#10;&#10;Each player moves their magician over the board while trying not to bump the labyrinth below. Each magician is joined with a magnetic ball so if you hit a wall the ball drops and you have to start all over again.&#10;&#10;",
209778,マジックメイズ,"Description from the publisher:&#10;&#10;After being stripped of all their possessions, a mage, a warrior, an elf, and a dwarf are forced to go rob the local Magic Maze shopping mall for all the equipment necessary for their next adventure. They agree to map out the labyrinth in its entirety first, then find each individual&rsquo;s favorite store, and then locate the exit. In order to evade the surveillance of the guards who eyed their arrival suspiciously, all four will pull off their heists simultaneously, then dash to the exit. That's the plan anyway&hellip;but can they pull it off?&#10;&#10;Magic Maze is a real-time, cooperative game. Each player can control any hero in order to make that hero perform a very specific action, to which the other players do not have access: Move north, explore a new area, ride an escalator&hellip; All this requires rigorous cooperation between the players in order to succeed at moving the heroes prudently. However, you are allowed to communicate only for short periods during the game; the rest of the time, you must play without giving any visual or audio cues to each other. If all of the heroes succeed in leaving the shopping mall in the limited time allotted for the game, each having stolen a very specific item, then everyone wins together.&#10;&#10;At the start of the game, you have only three minutes in which to take actions. Hourglass spaces you encounter along the way give you more time. If the sand timer ever completely runs out, all players lose the game: Your loitering has aroused suspicion, and the mall security guards nab you!&#10;&#10;",
3383,ウミガメの島,"In Die Heisse Schlacht am Kalten Buffet, alternatively released as Kangaroo and Generalowsky, players try to win prize cards from the limited number available to them &mdash; but to win they must lap a circular track that (typically) consists of 21 spaces, and not only must they circle the track, but they have to do so while being top dog, so to speak.&#10;&#10;On a turn, a player rolls 1-3 six-sided dice to determine whether she moves and if so how far she moves. She rolls the dice one by one, stopping when she wishes, and the sum of the dice rolled can't exceed 7. If she rolls only one die, she moves forward by the number rolled; if she rolled two dice, she moves twice the sum of her dice (if the sum &le; 7); and if she rolled three dice, she moves three times the sum (again, if the sum &le; 7). If her sum exceeds 7, she removes her piece from the board and starts the lap from the beginning next turn.&#10;&#10;If one piece lands on another, the bottom piece must carry the top one when it next moves; what's more, the owner of the piece on top dictates how many dice the bottom player must roll &mdash; and if those dice sum to more than seven, then both pieces are removed from the track. Stacks can have any number of pieces, and whoever is on top dictates to the active player how many dice she must roll. When a piece in the middle of a stack moves, it leaves all pieces below it in place.&#10;&#10;When a piece or a stack lands on or passes the final space in the lap, the owner of the topmost piece takes one of the prize cards; each prize has a value on it, and once all the prizes have been claimed, whoever has the highest sum of prize cards wins.&#10;&#10;The 2014 edition of the game, Mah&eacute;, allows for play with up to seven player turtles, who are circling the island while trying to lay their eggs on the beach and receive points for doing a good job.&#10;&#10;",
230080,マジェスティ,"The crown is up for grabs to whoever can build the richest domain and seize it from their rivals. It'll take a whole kingdom's worth of people to accomplish this monumental task. Rally your citizens, grow your power, and reign supreme in Majesty: For the Realm, a game of strategically selecting who you want to work your lands set during the Middle Ages. Each game, you recruit characters to perform jobs that generate gold for your kingdom. Some characters work better with others, opening many paths to victory. Whether you choose to be a silver-tongued monarch who rules with mercy, or an iron-fisted tyrant who crushes their rivals, the fate of the land rests with you.&#10;&#10;From the humble Miller to the elegant Noble, all of your loyal subjects will play a decisive role in your new kingdom. Some might grow the food needed to feed your many subjects, while others lead attacks on other kingdoms and weaken your rivals. They all help generate gold in their own way, but your decisions will determine how well they work together. It is up to you to find the combination that helps your kingdom rise while stymying your opponents' efforts. Raise your banners, fill your coffers, and stake your claim for the realm!&#10;&#10;",
10206,メイクンブレイク,"Building blocks for adults? In this fast-paced game, players must uncover and copy building plans of various difficulty, each showing 10 colored blocks in a particular arrangement, before the timer runs out. An advanced variant allows player to pass undesirable plans to their neighbor and take the one they would have drawn.&#10;&#10;Ages 8 and up&#10;&#10;Re-implemented by:&#10;&#10;    Make 'n' Break Extreme&#10;    Mini Make 'n' Break&#10;    Make 'n' Break CHALLENGE&#10;    Make 'n' Break W&#195;&#188;rfelspiel&#10;    Make 'n' Break Junior&#10;&#10;&#10;",
49,マンマミーア,"Designer Uwe Rosenberg has a talent for dreaming up new and inventive card games, and Mamma Mia! is a perfect example of this talent, with players placing pizza ingredients into a combined pool, then trying to time their pizza baking in order to make use of what's available in the kitchen.&#10;&#10;Each player starts the game with eight different pizza orders to fill, with one of those order cards in hand; each player also starts with a hand of ingredient cards (showing pepperoni, mushroom, pineapple, green pepper or olive). On a turn, a player lays down one or more ingredient cards of a single type into a common stack, then optionally adds a pizza order card to that stack. He then refills his hand by drawing as many cards as he played from either the shared ingredient deck or his own order deck.&#10;&#10;After the draw pile is exhausted, the shared pile of cards is flipped over and sorted by ingredients until an order comes up. If enough ingredient cards are available to fill that order, the owner scores it; if not, the player can make up the difference by playing cards from his hand (and thereby scoring the order) or else return the card to the bottom of his order deck.&#10;&#10;Once all the orders are scored or returned, shuffle the ingredients used in pizzas and start another round of play. After three complete rounds, the player who's filled the most orders wins!&#10;&#10;",
